report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
2008,CA01900,"Los Angeles County, CA",1006321,7362,135,232,5028,1967,12,731.58,13.42,23.05,499.64,195.46
2008,CA01942,"Los Angeles, CA",3850920,26553,384,949,11798,13422,12,689.52,9.97,24.64,306.37,348.54
2008,KY05680,"Louisville, KY",629679,4306,71,220,2253,1762,12,683.84,11.28,34.94,357.8,279.83
2008,TNMPD00,"Memphis, TN",672046,12939,138,366,7647,4788,12,1925.31,20.53,54.46,1137.87,712.45
2008,AZ00717,"Mesa, AZ",456821,2289,16,161,1456,656,12,501.07,3.5,35.24,318.72,143.6
2008,FL01300,"Miami-Dade County, FL",1057396,8749,95,339,5763,2552,12,827.41,8.98,32.06,545.02,241.35
2008,FL01306,"Miami, FL",427740,5709,63,42,3189,2415,12,1334.69,14.73,9.82,745.55,564.6
2008,WIMPD00,"Milwaukee, WI",602131,7404,71,205,3884,3244,12,1229.63,11.79,34.05,645.04,538.75
2008,MN02711,"Minneapolis, MN",376753,4779,37,367,2370,2005,12,1268.47,9.82,97.41,629.06,532.18
2008,MD01604,"Montgomery County, MD",922771,2087,21,131,835,1100,12,226.17,2.28,14.2,90.49,119.21
2008,TN01901,"Nashville, TN",602181,8365,76,291,5621,2377,12,1389.12,12.62,48.32,933.44,394.73
2008,NY02900,"Nassau County, NY",1069316,1602,14,58,782,748,12,149.82,1.31,5.42,73.13,69.95
2008,LANPD00,"New Orleans, LA",281440,2869,179,65,1540,1085,12,1019.4,63.6,23.1,547.19,385.52
2008,NY03030,"New York City, NY",8345075,48430,523,890,24831,22186,12,580.34,6.27,10.66,297.55,265.86
2008,NJNPD00,"Newark, NJ",279788,2660,67,51,1155,1387,12,950.72,23.95,18.23,412.81,495.73
2008,CA00109,"Oakland, CA",401587,7905,115,338,4129,3323,12,1968.44,28.64,84.17,1028.17,827.47
2008,OK05506,"Oklahoma City, OK",552452,5400,57,318,3501,1524,12,977.46,10.32,57.56,633.72,275.86
2008,NB02802,"Omaha, NE",437238,2648,44,180,1475,949,12,605.62,10.06,41.17,337.34,217.04
2008,FL04804,"Orlando, FL",229808,3829,43,131,2335,1320,12,1666.17,18.71,57,1016.07,574.39
2008,PAPEP00,"Philadelphia, PA",1441117,20771,331,1038,9784,9618,12,1441.31,22.97,72.03,678.92,667.4
2008,AZ00723,"Phoenix, AZ",1585838,10465,167,481,4992,4825,12,659.9,10.53,30.33,314.79,304.26
2008,PAPPD00,"Pittsburgh, PA",309757,3358,72,136,1609,1541,12,1084.08,23.24,43.91,519.44,497.49
2008,OR02602,"Portland, OR",553023,3445,26,250,2037,1132,12,622.94,4.7,45.21,368.34,204.69
2008,MD01721,"Prince George's County, MD",633458,5966,102,215,2695,2954,12,941.81,16.1,33.94,425.44,466.33
2008,NC09201,"Raleigh, NC",388661,2245,34,95,1091,1025,12,577.62,8.75,24.44,280.71,263.73
2008,CA03404,"Sacramento, CA",467065,4660,49,168,2682,1761,12,997.72,10.49,35.97,574.22,377.04
2008,UT01803,"Salt Lake City, UT",180514,1424,12,76,850,486,12,788.86,6.65,42.1,470.88,269.23
2008,TXSPD00,"San Antonio, TX",1351244,9699,116,424,6416,2743,12,717.78,8.58,31.38,474.82,203
2008,CA03711,"San Diego, CA",1271655,6047,55,376,3597,2019,12,475.52,4.33,29.57,282.86,158.77
2008,CA03801,"San Francisco, CA",798144,6744,98,166,2372,4108,12,844.96,12.28,20.8,297.19,514.69
2008,CA04313,"San Jose, CA",945197,3643,31,220,2268,1124,12,385.42,3.28,23.28,239.95,118.92
2008,WASPD00,"Seattle, WA",598077,3447,29,126,1680,1612,12,576.35,4.85,21.07,280.9,269.53
2008,MOSPD00,"St. Louis, MO",356204,7383,167,237,4345,2634,12,2072.69,46.88,66.53,1219.81,739.46
2008,NY05101,"Suffolk County, NY",1360739,2166,39,91,1146,890,12,159.18,2.87,6.69,84.22,65.41
2008,FL02902,"Tampa, FL",336911,2975,27,83,1809,1056,12,883.02,8.01,24.64,536.94,313.44
2008,AZ01003,"Tucson, AZ",528917,4252,65,246,2490,1451,12,803.91,12.29,46.51,470.77,274.33
2008,OK07205,"Tulsa, OK",382954,4922,50,252,3524,1096,12,1285.27,13.06,65.8,920.21,286.2
2008,VA12800,"Virginia Beach, VA",434163,1040,14,73,424,529,12,239.54,3.22,16.81,97.66,121.84
2008,DCMPD00,"Washington, DC",591833,8135,186,186,3609,4154,12,1374.54,31.43,31.43,609.8,701.89
2008,KS08703,"Wichita, KS",362602,3097,30,282,2303,482,12,854.1,8.27,77.77,635.13,132.93
2008,,United States,,1394461,16465,,,,,458.6,5.4,,,
2009,NM00101,"Albuquerque, NM",530636,4082,56,326,2597,1103,12,769.27,10.55,61.44,489.41,207.86
2009,TX22001,"Arlington, TX",379104,2330,12,152,1494,672,12,614.61,3.17,40.09,394.09,177.26
2009,GAAPD00,"Atlanta, GA",552901,6359,80,135,3419,2725,12,1150.12,14.47,24.42,618.37,492.85
2009,CO00101,"Aurora, CO",324014,1520,19,214,734,553,12,469.12,5.86,66.05,226.53,170.67
2009,TX22701,"Austin, TX",768970,4024,22,265,2322,1415,12,523.3,2.86,34.46,301.96,184.01
2009,MD00301,"Baltimore County, MD",792855,4534,32,152,2879,1471,12,571.86,4.04,19.17,363.12,185.53
2009,MDBPD00,"Baltimore, MD",638755,9664,238,158,5561,3707,12,1512.94,37.26,24.74,870.6,580.35
2009,MA01301,"Boston, MA",624222,6192,50,269,3596,2277,12,991.95,8.01,43.09,576.08,364.77
2009,NY01401,"Buffalo, NY",268655,3920,60,141,2083,1636,12,1459.12,22.33,52.48,775.34,608.96
2009,NC06001,"Charlotte, NC",777708,5625,58,303,2918,2346,12,723.28,7.46,38.96,375.21,301.66
2009,ILCPD00,"Chicago, IL",2848431,33501,458,1439,15727,15877,12,1176.12,16.08,50.52,552.13,557.39
2009,OHCIP00,"Cincinnati, OH",333568,3983,55,241,1415,2272,12,1194.06,16.49,72.25,424.2,681.12
2009,OHCLP00,"Cleveland, OH",429238,5994,83,380,1976,3555,12,1396.43,19.34,88.53,460.35,828.21
2009,OHCOP00,"Columbus, OH",759391,5375,82,599,1295,3399,12,707.8,10.8,78.88,170.53,447.6
2009,TXDPD00,"Dallas, TX",1290266,10221,166,485,4069,5501,12,792.16,12.87,37.59,315.36,426.35
2009,CODPD00,"Denver, CO",604680,3473,35,341,2166,931,12,574.35,5.79,56.39,358.21,153.97
2009,MI82349,"Detroit, MI",908441,18094,363,334,11390,6007,12,1991.76,39.96,36.77,1253.8,661.24
2009,TX07102,"El Paso, TX",618812,2830,12,182,2184,452,12,457.33,1.94,29.41,352.93,73.04
2009,VA02901,"Fairfax County, VA",986646,705,13,98,268,326,12,71.45,1.32,9.93,27.16,33.04
2009,TX22012,"Fort Worth, TX",723456,4245,44,379,2373,1449,12,586.77,6.08,52.39,328.01,200.29
2009,CA01005,"Fresno, CA",481370,2933,42,86,1720,1085,12,609.3,8.73,17.87,357.31,225.4
2009,HI00200,"Honolulu, HI",907124,2537,14,243,1411,869,12,279.68,1.54,26.79,155.55,95.8
2009,TXHPD00,"Houston, TX",2273771,25593,287,823,13116,11367,12,1125.58,12.62,36.2,576.84,499.92
2009,INIPD00,"Indianapolis, IN",813471,9759,99,460,5271,3929,12,1199.67,12.17,56.55,647.96,482.99
2009,FL01602,"Jacksonville, FL",810064,6772,99,218,4096,2359,12,835.98,12.22,26.91,505.64,291.21
2009,MOKPD00,"Kansas City, MO",484684,6303,100,276,3957,1970,12,1300.43,20.63,56.94,816.41,406.45
2009,NV00201,"Las Vegas, NV",1377282,13039,111,698,7735,4495,12,946.72,8.06,50.68,561.61,326.37
2009,CA01941,"Long Beach, CA",463969,3161,40,131,1609,1381,12,681.3,8.62,28.23,346.79,297.65
2009,CA01900,"Los Angeles County, CA",1015431,6540,102,209,4334,1895,12,644.06,10.04,20.58,426.81,186.62
2009,CA01942,"Los Angeles, CA",3848776,24070,312,903,10638,12217,12,625.39,8.11,23.46,276.4,317.43
2009,KY05680,"Louisville, KY",631260,3769,62,230,1907,1570,12,597.06,9.82,36.44,302.09,248.71
2009,TNMPD00,"Memphis, TN",667421,12072,132,387,7414,4139,12,1808.75,19.78,57.98,1110.84,620.15
2009,AZ00717,"Mesa, AZ",470833,2000,14,123,1252,611,12,424.78,2.97,26.12,265.91,129.77
2009,FL01300,"Miami-Dade County, FL",1150883,7815,86,273,5142,2314,12,679.04,7.47,23.72,446.79,201.06
2009,FL01306,"Miami, FL",419205,4983,59,65,2765,2094,12,1188.68,14.07,15.51,659.58,499.52
2009,WIMPD00,"Milwaukee, WI",604673,6661,72,203,3209,3177,12,1101.59,11.91,33.57,530.7,525.41
2009,MN02711,"Minneapolis, MN",382618,4242,18,413,2148,1663,12,1108.68,4.7,107.94,561.4,434.64
2009,MD01604,"Montgomery County, MD",944041,2033,13,124,904,992,12,215.35,1.38,13.14,95.76,105.08
2009,TN01901,"Nashville, TN",610176,6959,79,259,4650,1971,12,1140.49,12.95,42.45,762.08,323.02
2009,NY02900,"Nassau County, NY",1056423,1640,18,74,794,754,12,155.24,1.7,7,75.16,71.37
2009,LANPD00,"New Orleans, LA",336425,2614,174,98,1410,932,12,776.99,51.72,29.13,419.11,277.03
2009,NY03030,"New York City, NY",8400907,46357,471,832,26457,18597,12,551.81,5.61,9.9,314.93,221.37
2009,NJNPD00,"Newark, NJ",279203,2597,80,68,1130,1319,12,930.15,28.65,24.36,404.72,472.42
2009,CA00109,"Oakland, CA",404553,6793,104,326,3465,2898,12,1679.14,25.71,80.58,856.5,716.35
2009,OK05506,"Oklahoma City, OK",556939,5181,65,294,3573,1249,12,930.26,11.67,52.79,641.54,224.26
2009,NB02802,"Omaha, NE",443037,2363,30,192,1249,892,12,533.36,6.77,43.34,281.92,201.34
2009,FL04804,"Orlando, FL",235109,2814,28,117,1902,767,12,1196.89,11.91,49.76,808.99,326.23
2009,PAPEP00,"Philadelphia, PA",1547605,19163,302,896,8928,9037,12,1238.24,19.51,57.9,576.89,583.93
2009,AZ00723,"Phoenix, AZ",1597397,8730,122,522,4329,3757,12,546.51,7.64,32.68,271,235.2
2009,PAPPD00,"Pittsburgh, PA",312232,3087,39,116,1565,1367,12,988.69,12.49,37.15,501.23,437.82
2009,OR02602,"Portland, OR",560908,3105,19,252,1797,1037,12,553.57,3.39,44.93,320.37,184.88
2009,MD01721,"Prince George's County, MD",636662,5338,86,197,2421,2634,12,838.44,13.51,30.94,380.26,413.72
2009,NC09201,"Raleigh, NC",406005,2001,14,99,1056,832,12,492.85,3.45,24.38,260.1,204.92
2009,CA03404,"Sacramento, CA",470308,4165,30,179,2350,1606,12,885.59,6.38,38.06,499.67,341.48
2009,UT01803,"Salt Lake City, UT",180724,1284,3,103,767,411,12,710.48,1.66,56.99,424.4,227.42
2009,TXSPD00,"San Antonio, TX",1373936,7844,99,628,4434,2683,12,570.91,7.21,45.71,322.72,195.28
2009,CA03711,"San Diego, CA",1314773,5931,41,318,3667,1905,12,451.1,3.12,24.19,278.91,144.89
2009,CA03801,"San Francisco, CA",809755,5957,45,179,2310,3423,12,735.65,5.56,22.11,285.27,422.72
2009,CA04313,"San Jose, CA",954009,3439,28,258,2128,1025,12,360.48,2.93,27.04,223.06,107.44
2009,WASPD00,"Seattle, WA",602531,3861,22,102,1945,1792,12,640.8,3.65,16.93,322.8,297.41
2009,MOSPD00,"St. Louis, MO",355208,7353,143,250,4239,2721,12,2070.05,40.26,70.38,1193.39,766.03
2009,NY05101,"Suffolk County, NY",1351235,2267,32,62,1213,960,12,167.77,2.37,4.59,89.77,71.05
2009,FL02902,"Tampa, FL",345233,2597,20,80,1588,909,12,752.25,5.79,23.17,459.98,263.3
2009,AZ01003,"Tucson, AZ",547981,3560,35,204,2075,1246,12,649.66,6.39,37.23,378.66,227.38
2009,OK07205,"Tulsa, OK",384851,4295,68,254,2856,1117,12,1116.02,17.67,66,742.11,290.24
2009,VA12800,"Virginia Beach, VA",436175,896,19,66,363,448,12,205.42,4.36,15.13,83.22,102.71
2009,DCMPD00,"Washington, DC",599657,7587,144,150,3295,3998,12,1265.22,24.01,25.01,549.48,666.71
2009,KS08703,"Wichita, KS",367635,3255,25,262,2441,527,12,885.39,6.8,71.27,663.97,143.35
2009,,United States,,1325896,15399,,,,,431.9,5,,,
2010,NM00101,"Albuquerque, NM",545852,4291,42,338,2971,940,12,786.11,7.69,61.92,544.29,172.21
2010,TX22001,"Arlington, TX",365438,1925,16,119,1258,532,12,526.77,4.38,32.56,344.24,145.58
2010,GAAPD00,"Atlanta, GA",420003,5749,93,89,3405,2162,12,1368.8,22.14,21.19,810.71,514.76
2010,CO00101,"Aurora, CO",325078,1449,24,181,737,507,12,445.74,7.38,55.68,226.71,155.96
2010,TX22701,"Austin, TX",790390,3790,38,265,2256,1231,12,479.51,4.81,33.53,285.43,155.75
2010,MD00301,"Baltimore County, MD",805029,4305,20,126,2824,1335,12,534.76,2.48,15.65,350.79,165.83
2010,MDBPD00,"Baltimore, MD",620961,9316,223,265,5492,3336,12,1500.26,35.91,42.68,884.44,537.23
2010,MA01301,"Boston, MA",617594,5819,73,256,3564,1926,12,942.2,11.82,41.45,577.08,311.86
2010,NY01401,"Buffalo, NY",261310,3599,55,157,1921,1466,12,1377.29,21.05,60.08,735.14,561.02
2010,NC06001,"Charlotte, NC",779541,4891,61,239,2796,1795,12,627.42,7.83,30.66,358.67,230.26
2010,ILCPD00,"Chicago, IL",2695598,29774,432,1372,13757,14213,12,1104.54,16.03,50.9,510.35,527.27
2010,OHCIP00,"Cincinnati, OH",296943,3615,68,236,1194,2117,12,1217.41,22.9,79.48,402.1,712.93
2010,OHCLP00,"Cleveland, OH",396815,5529,81,344,1923,3181,12,1393.34,20.41,86.69,484.61,801.63
2010,OHCOP00,"Columbus, OH",787033,5472,95,574,1434,3369,12,695.27,12.07,72.93,182.2,428.06
2010,TXDPD00,"Dallas, TX",1197816,9161,148,505,4021,4487,12,764.81,12.36,42.16,335.69,374.6
2010,CODPD00,"Denver, CO",600158,3387,28,371,2045,943,12,564.35,4.67,61.82,340.74,157.13
2010,MI82349,"Detroit, MI",713777,16973,310,403,10721,5539,12,2377.91,43.43,56.46,1502.01,776.01
2010,TX07102,"El Paso, TX",649121,2861,5,179,2198,479,12,440.75,0.77,27.58,338.61,73.79
2010,VA02901,"Fairfax County, VA",1042747,971,23,127,438,383,12,93.12,2.21,12.18,42,36.73
2010,TX22012,"Fort Worth, TX",741206,4301,63,325,2583,1330,12,580.27,8.5,43.85,348.49,179.44
2010,CA01005,"Fresno, CA",494665,3034,45,70,1898,1021,12,613.34,9.1,14.15,383.69,206.4
2010,HI00200,"Honolulu, HI",953297,2548,19,218,1420,891,12,267.28,1.99,22.87,148.96,93.47
2010,TXHPD00,"Houston, TX",2099451,22491,269,712,12061,9449,12,1071.28,12.81,33.91,574.48,450.07
2010,INIPD00,"Indianapolis, IN",831388,9646,92,461,5726,3367,12,1160.23,11.07,55.45,688.73,404.99
2010,FL01602,"Jacksonville, FL",823209,5469,80,316,3380,1693,12,664.35,9.72,38.39,410.59,205.66
2010,MOKPD00,"Kansas City, MO",459787,5643,102,241,3629,1671,12,1227.31,22.18,52.42,789.28,363.43
2010,NV00201,"Las Vegas, NV",1446280,12648,107,652,7886,4003,12,874.52,7.4,45.08,545.26,276.78
2010,CA01941,"Long Beach, CA",462257,2720,32,134,1352,1202,12,588.42,6.92,28.99,292.48,260.03
2010,CA01900,"Los Angeles County, CA",1057426,6497,86,208,4433,1770,12,614.42,8.13,19.67,419.23,167.39
2010,CA01942,"Los Angeles, CA",3792621,21484,293,923,9344,10924,12,566.47,7.73,24.34,246.37,288.03
2010,KY05680,"Louisville, KY",660582,3734,52,229,1850,1603,12,565.26,7.87,34.67,280.06,242.66
2010,TNMPD00,"Memphis, TN",646889,10401,89,433,6642,3237,12,1607.85,13.76,66.94,1026.76,500.39
2010,AZ00717,"Mesa, AZ",439041,1790,15,124,1140,511,12,407.71,3.42,28.24,259.66,116.39
2010,FL01300,"Miami-Dade County, FL",1109589,6927,87,252,4806,1782,12,624.29,7.84,22.71,433.13,160.6
2010,FL01306,"Miami, FL",399457,4879,68,46,2909,1856,12,1221.41,17.02,11.52,728.24,464.63
2010,WIMPD00,"Milwaukee, WI",594833,6336,95,196,3102,2943,12,1065.17,15.97,32.95,521.49,494.76
2010,MN02711,"Minneapolis, MN",382578,4064,37,438,1993,1596,12,1062.27,9.67,114.49,520.94,417.17
2010,MD01604,"Montgomery County, MD",953109,1699,16,119,653,911,12,178.26,1.68,12.49,68.51,95.58
2010,TN01901,"Nashville, TN",605009,6802,55,332,4613,1802,12,1124.28,9.09,54.88,762.47,297.85
2010,NY02900,"Nassau County, NY",1049589,1496,15,70,739,672,12,142.53,1.43,6.67,70.41,64.03
2010,LANPD00,"New Orleans, LA",343829,2593,175,144,1321,953,12,754.15,50.9,41.88,384.2,277.17
2010,NY03030,"New York City, NY",8175133,48489,536,1036,27309,19608,12,593.13,6.56,12.67,334.05,239.85
2010,NJNPD00,"Newark, NJ",277140,2885,90,79,1112,1604,12,1040.99,32.47,28.51,401.24,578.77
2010,CA00109,"Oakland, CA",390724,6267,90,318,2942,2917,12,1603.95,23.03,81.39,752.96,746.56
2010,OK05506,"Oklahoma City, OK",579999,5304,54,340,3798,1112,12,914.48,9.31,58.62,654.83,191.72
2010,NB02802,"Omaha, NE",408958,2274,34,205,1312,723,12,556.05,8.31,50.13,320.82,176.79
2010,FL04804,"Orlando, FL",238300,2574,18,113,1771,672,12,1080.15,7.55,47.42,743.18,282
2010,PAPEP00,"Philadelphia, PA",1526006,18535,306,945,8921,8363,12,1214.61,20.05,61.93,584.6,548.03
2010,AZ00723,"Phoenix, AZ",1445632,8001,116,522,4113,3250,12,553.46,8.02,36.11,284.51,224.82
2010,PAPPD00,"Pittsburgh, PA",307630,2810,55,66,1499,1190,12,913.43,17.88,21.45,487.27,386.83
2010,OR02602,"Portland, OR",583776,3051,22,230,1794,1005,12,522.63,3.77,39.4,307.31,172.16
2010,MD01721,"Prince George's County, MD",658600,4941,81,169,2219,2472,12,750.23,12.3,25.66,336.93,375.34
2010,NC09201,"Raleigh, NC",403892,1740,14,99,984,643,12,430.81,3.47,24.51,243.63,159.2
2010,CA03404,"Sacramento, CA",466488,4112,33,165,2423,1491,12,881.48,7.07,35.37,519.41,319.62
2010,UT01803,"Salt Lake City, UT",186440,1294,8,147,780,359,12,694.06,4.29,78.85,418.37,192.56
2010,TXSPD00,"San Antonio, TX",1327407,8434,79,467,5528,2360,12,635.37,5.95,35.18,416.45,177.79
2010,CA03711,"San Diego, CA",1307402,5616,29,300,3651,1636,12,429.55,2.22,22.95,279.26,125.13
2010,CA03801,"San Francisco, CA",805235,5747,48,133,2386,3180,12,713.7,5.96,16.52,296.31,394.92
2010,CA04313,"San Jose, CA",945942,3215,20,253,1966,976,12,339.87,2.11,26.75,207.84,103.18
2010,WASPD00,"Seattle, WA",608660,3515,19,96,1971,1429,12,577.5,3.12,15.77,323.83,234.78
2010,MOSPD00,"St. Louis, MO",319294,6205,144,188,3748,2125,12,1943.35,45.1,58.88,1173.84,665.53
2010,NY05101,"Suffolk County, NY",1333471,2031,50,55,1112,814,12,152.31,3.75,4.12,83.39,61.04
2010,FL02902,"Tampa, FL",335709,2170,27,47,1412,684,12,646.39,8.04,14,420.6,203.75
2010,AZ01003,"Tucson, AZ",520116,3331,51,158,2034,1088,12,640.43,9.81,30.38,391.07,209.18
2010,OK07205,"Tulsa, OK",391906,4304,54,252,2617,1381,12,1098.22,13.78,64.3,667.76,352.38
2010,VA12800,"Virginia Beach, VA",437994,831,14,53,335,429,12,189.73,3.2,12.1,76.49,97.95
2010,DCMPD00,"Washington, DC",601723,7468,132,184,3238,3914,12,1241.1,21.94,30.58,538.12,650.47
2010,KS08703,"Wichita, KS",382368,3038,16,251,2290,481,12,794.52,4.18,65.64,598.9,125.8
2010,,United States,,1251248,14722,,,,,404.5,4.8,,,
2011,NM00101,"Albuquerque, NM",551961,4210,38,264,2910,998,12,762.74,6.88,47.83,527.21,180.81
2011,TX22001,"Arlington, TX",373128,1874,22,136,1176,540,12,502.24,5.9,36.45,315.17,144.72
2011,GAAPD00,"Atlanta, GA",425533,6097,88,148,3518,2343,12,1432.79,20.68,34.78,826.73,550.6
2011,CO00101,"Aurora, CO",330740,1460,12,187,754,507,12,441.43,3.63,56.54,227.97,153.29
2011,TX22701,"Austin, TX",807022,3470,27,211,2126,1106,12,429.98,3.35,26.15,263.44,137.05
2011,MD00301,"Baltimore County, MD",812661,4250,30,142,2627,1451,12,522.97,3.69,17.47,323.26,178.55
2011,MDBPD00,"Baltimore, MD",626848,8886,197,341,4891,3457,12,1417.57,31.43,54.4,780.25,551.49
2011,MA01301,"Boston, MA",621359,5252,63,271,3014,1904,12,845.24,10.14,43.61,485.07,306.43
2011,NY01401,"Buffalo, NY",262484,3250,36,121,1634,1459,12,1238.17,13.72,46.1,622.51,555.84
2011,NC06001,"Charlotte, NC",789478,4787,56,218,2901,1612,12,606.35,7.09,27.61,367.46,204.19
2011,ILCPD00,"Chicago, IL",2703713,28273,431,1459,12408,13975,12,1045.71,15.94,53.96,458.92,516.88
2011,OHCIP00,"Cincinnati, OH",297160,3076,61,190,1050,1775,12,1035.13,20.53,63.94,353.34,597.32
2011,OHCLP00,"Cleveland, OH",397106,5431,74,356,1844,3157,12,1367.64,18.63,89.65,464.36,795
2011,OHCOP00,"Columbus, OH",787609,5228,87,594,1296,3251,12,663.78,11.05,75.42,164.55,412.77
2011,TXDPD00,"Dallas, TX",1223021,8330,133,428,3703,4066,12,681.1,10.87,35,302.77,332.46
2011,CODPD00,"Denver, CO",610612,3718,37,396,2142,1143,12,608.9,6.06,64.85,350.8,187.19
2011,MI82349,"Detroit, MI",713239,15254,344,426,9508,4976,12,2138.69,48.23,59.73,1333.07,697.66
2011,TX07102,"El Paso, TX",662780,2858,16,217,2161,464,12,431.21,2.41,32.74,326.05,70.01
2011,VA02901,"Fairfax County, VA",1055204,918,11,100,385,422,12,87,1.04,9.48,36.49,39.99
2011,TX22012,"Fort Worth, TX",756803,4579,51,354,2907,1267,12,605.05,6.74,46.78,384.12,167.41
2011,CA01005,"Fresno, CA",500480,2915,35,51,1809,1020,12,582.44,6.99,10.19,361.45,203.8
2011,HI00200,"Honolulu, HI",963465,2370,14,203,1332,821,12,245.99,1.45,21.07,138.25,85.21
2011,TXHPD00,"Houston, TX",2143628,20892,198,771,11869,8054,12,974.61,9.24,35.97,553.69,375.72
2011,INIPD00,"Indianapolis, IN",833024,9170,96,435,5267,3372,12,1100.81,11.52,52.22,632.27,404.79
2011,FL01602,"Jacksonville, FL",834429,5182,71,350,3183,1578,12,621.02,8.51,41.94,381.46,189.11
2011,MOKPD00,"Kansas City, MO",461458,5555,108,272,3504,1671,12,1203.79,23.4,58.94,759.33,362.11
2011,NV00201,"Las Vegas, NV",1458474,10813,82,651,6587,3493,12,741.39,5.62,44.64,451.64,239.5
2011,CA01941,"Long Beach, CA",467691,2857,25,112,1400,1320,12,610.87,5.35,23.95,299.34,282.24
2011,CA01900,"Los Angeles County, CA",1069854,5595,88,165,3858,1484,12,522.97,8.23,15.42,360.61,138.71
2011,CA01942,"Los Angeles, CA",3837207,20045,297,828,8843,10077,12,522.39,7.74,21.58,230.45,262.61
2011,KY05680,"Louisville, KY",665152,4086,48,227,2168,1643,12,614.3,7.22,34.13,325.94,247.01
2011,TNMPD00,"Memphis, TN",652725,10338,117,406,6732,3083,12,1583.82,17.92,62.2,1031.37,472.33
2011,AZ00717,"Mesa, AZ",445256,1837,17,131,1192,497,12,412.57,3.82,29.42,267.71,111.62
2011,FL01300,"Miami-Dade County, FL",1124714,6913,90,311,4664,1848,12,614.65,8,27.65,414.68,164.31
2011,FL01306,"Miami, FL",404901,4849,68,96,2683,2002,12,1197.58,16.79,23.71,662.63,494.44
2011,WIMPD00,"Milwaukee, WI",597426,6637,86,205,3255,3091,12,1110.93,14.4,34.31,544.84,517.39
2011,MN02711,"Minneapolis, MN",385531,3722,32,386,1715,1589,12,965.42,8.3,100.12,444.84,412.16
2011,MD01604,"Montgomery County, MD",962146,1618,15,112,651,840,12,168.17,1.56,11.64,67.66,87.3
2011,TN01901,"Nashville, TN",612789,7253,50,387,4927,1889,12,1183.6,8.16,63.15,804.03,308.26
2011,NY02900,"Nassau County, NY",1054208,1459,7,44,695,713,12,138.4,0.66,4.17,65.93,67.63
2011,LANPD00,"New Orleans, LA",346974,2748,200,163,1326,1059,12,791.99,57.64,46.98,382.16,305.21
2011,NY03030,"New York City, NY",8211875,51209,515,1092,29829,19773,12,623.6,6.27,13.3,363.24,240.79
2011,NJNPD00,"Newark, NJ",278064,3243,94,58,1114,1977,12,1166.28,33.81,20.86,400.63,710.99
2011,CA00109,"Oakland, CA",395317,6652,104,202,2981,3365,12,1682.7,26.31,51.1,754.08,851.22
2011,OK05506,"Oklahoma City, OK",586208,5108,58,277,3541,1232,12,871.36,9.89,47.25,604.05,210.16
2011,NB02802,"Omaha, NE",412608,2309,43,220,1350,696,12,559.61,10.42,53.32,327.19,168.68
2011,FL04804,"Orlando, FL",241548,2591,29,119,1746,697,12,1072.66,12.01,49.27,722.84,288.56
2011,PAPEP00,"Philadelphia, PA",1530873,18268,324,833,8865,8246,12,1193.31,21.16,54.41,579.08,538.65
2011,AZ00723,"Phoenix, AZ",1466097,8089,116,559,4090,3324,12,551.74,7.91,38.13,278.97,226.72
2011,PAPPD00,"Pittsburgh, PA",308609,2476,44,67,1239,1126,12,802.31,14.26,21.71,401.48,364.86
2011,OR02602,"Portland, OR",589991,3037,20,258,1842,917,12,514.75,3.39,43.73,312.21,155.43
2011,MD01721,"Prince George's County, MD",664844,4075,80,152,1795,2048,12,612.93,12.03,22.86,269.99,308.04
2011,NC09201,"Raleigh, NC",409014,1724,17,127,900,680,12,421.5,4.16,31.05,220.04,166.25
2011,CA03404,"Sacramento, CA",471972,3354,36,134,2022,1162,12,710.64,7.63,28.39,428.42,246.2
2011,UT01803,"Salt Lake City, UT",190038,1230,7,128,753,342,12,647.24,3.68,67.35,396.24,179.96
2011,TXSPD00,"San Antonio, TX",1355339,7038,89,492,4672,1785,12,519.28,6.57,36.3,344.71,131.7
2011,CA03711,"San Diego, CA",1316919,5104,38,293,3317,1456,12,387.57,2.89,22.25,251.88,110.56
2011,CA03801,"San Francisco, CA",814701,5374,50,131,2105,3088,12,659.63,6.14,16.08,258.38,379.03
2011,CA04313,"San Jose, CA",957062,3206,39,226,1840,1101,12,334.98,4.07,23.61,192.26,115.04
2011,WASPD00,"Seattle, WA",618209,3664,20,100,2126,1418,12,592.68,3.24,16.18,343.9,229.37
2011,MOSPD00,"St. Louis, MO",320454,5950,113,188,3522,2127,12,1856.74,35.26,58.67,1099.07,663.75
2011,NY05101,"Suffolk County, NY",1339464,1862,32,42,1040,748,12,139.01,2.39,3.14,77.64,55.84
2011,FL02902,"Tampa, FL",340284,2228,28,58,1555,587,12,654.75,8.23,17.04,456.97,172.5
2011,AZ01003,"Tucson, AZ",527479,3440,51,204,2022,1163,12,652.16,9.67,38.67,383.33,220.48
2011,OK07205,"Tulsa, OK",396101,3960,49,266,2555,1090,12,999.75,12.37,67.15,645.04,275.18
2011,VA12800,"Virginia Beach, VA",443226,784,15,65,290,414,12,176.88,3.38,14.67,65.43,93.41
2011,DCMPD00,"Washington, DC",617996,6985,108,172,2949,3756,12,1130.27,17.48,27.83,477.19,607.77
2011,KS08703,"Wichita, KS",384796,2963,25,245,2203,490,12,770.02,6.5,63.67,572.51,127.34
